ID;Estado;Cidade;Nome;Categoria;Endereco;Site;Fonte;Telefones;Emails;WhatsApp;Instagram;Facebook;LinkedIn;Distancia (km)
11921;RS;Pelotas;"Contato – Laboratório de Evolução e Genética de Insetos";LABORATORIO_GENETICA;"";https://wp.ufpel.edu.br/legin/contato/;serper;"";"";"";"";"";"";516
11923;RS;Pelotas;"Bem-vindo ao iNova";OUTROS;"";https://www.inovamolecular.com.br/quem-somos;serper;"";"";"";"";"";"";516
11924;RS;Pelotas;"RAC - Laboratório de Andrologia Animal - PNIPE/MCTI";LABORATORIO_ANDROLOGIA;"";https://pnipe.mcti.gov.br/laboratory/4516;serper;"";"";"";"";"";"";516
11925;RS;Pelotas;"Núcleo de Ensino e Pesquisa em Reprodução Animal";OUTROS;"";https://wp.ufpel.edu.br/ppgbiotec/infraestrutura/pesquisa/nucleo-de-ensino-e-pesquisa-em-reproducao-animal/;serper;"";"";"";"";"";"";516
11926;RS;Pelotas;"Espermograma";OUTROS;"";https://leivaslang.com.br/espermograma/;serper;"";"";"";"";"";"";516
11927;RS;Pelotas;"Laboratório Dr. Rouget Perez";OUTROS;"";https://www.rougetperez.com.br/;serper;"5332254488,53981190325,55539811903";"";"api.whatsapp.com/send?phone=5553981190325";"";"facebook.com/LaboratorioDr.RougetPerez";"";516
11929;RS;Pelotas;"Dr. Saulo Recuero";OUTROS;"";https://www.clinicarecuero.com.br/dr-saulo-recuero/;serper;"5333425016,53992044960,55539920449";"";"api.whatsapp.com/send?phone=5553992044960";"instagram.com/clinica.recuero";"facebook.com/Cl";"";516
11930;RS;Pelotas;"Unidade de Diagnóstico Molecular inicia testes ... - ccs – ufpel";LABORATORIO_GENETICA;"";https://ccs2.ufpel.edu.br/wp/2021/05/31/unidade-de-diagnostico-molecular-inicia-testes-de-identificacao-de-variantes-do-coronavirus/;serper;"";"";"";"";"";"";516
11932;RS;Pelotas;"Quem Somos - Centro de Anatomia Patológica .:. Pelotas/RS";OUTROS;"";https://www.cap-sul.com.br/quem-somos;serper;"";"";"";"";"";"";516
11934;RS;Pelotas;"Prefeitura divulga total de testes para coronavírus ...";OUTROS;"";https://www.pelotas.rs.gov.br/noticia/prefeitura-divulga-total-de-testes-para-coronavirus-realizados-em-pelotas;serper;"5325100120,5332837781,555325100120";"ouvidoria@pelotas.rs.gov.br";"wa.me/555391305062";"instagram.com/prefeituradepelotas";"facebook.com/prefeituradepelotas";"";516
11936;RS;Pelotas;"Prefeitura divulga novo número de testes para coronavírus";LABORATORIO_GENETICA;"";https://www.pelotas.com.br/noticia/prefeitura-divulga-novo-numero-de-testes-para-coronavirus;serper;"5325100120,5332837781,555325100120";"ouvidoria@pelotas.rs.gov.br";"";"instagram.com/prefeituradepelotas";"facebook.com/prefeituradepelotas";"";516
11937;RS;Pelotas;"Laboratorio de Análises Clínicas - São Francisco de Paula";LABORATORIO_ANALISES;"";https://husfp.ucpel.edu.br/servicos/laboratorio-de-analises-clinicas;serper;"5321288300";"contato@husfp.ucpel.edu.br";"";"instagram.com/husfpoficial";"facebook.com/pg";"";516
11938;RS;Pelotas;"Laboratório Antonello";LABORATORIO_ANALISES;"";https://laboratorioantonello.com.br/;serper;"14084587591,5508005900285,55539997109";"";"";"instagram.com/laboratorioantonello";"facebook.com/antonello.laboratorio";"";516
11939;RS;Pelotas;"Laboratórios Novara | Pelotas - RS - Brasil";LABORATORIO_ANALISES;"";https://www.laboratorionovara.com/;serper;"5332272508,5332279100,55533227250";"";"api.whatsapp.com/send?phone=555332272508";"instagram.com/laboratorionovara";"facebook.com/laboratorionovara";"";516
11940;RS;Pelotas;"Laboratório Ary Costa - Pelotas";LABORATORIO_ANALISES;"";https://laboratorioarycosta.com.br/;serper;"5332276755,5332285183,53984668277";"atendimento@laboratorioarycosta.com.br";"";"";"";"";516
11941;RS;Pelotas;"Birck: Home";OUTROS;"";https://www.birck.com.br/;serper;"5332255166,5332324038,53984029134";"";"wa.me/5553984029134";"instagram.com/laboratoriobirck";"facebook.com/Masterdescontos,facebook.com/laboratoriobirck";"";516
11942;RS;Pelotas;"Popular Laboratório -";OUTROS;"";http://popularlaboratoriopelotas.com.br/;serper;"555330301188,55539911496";"";"api.whatsapp.com/send?phone=5553991149610";"instagram.com/labpopularpel";"facebook.com/labpopularpel";"";516
11943;RS;Pelotas;"Agendamento de Exames - Unimed Pelotas - RS";OUTROS;"";https://www.unimed.coop.br/site/web/pelotas/agendamento-de-exames;serper;"";"";"";"";"";"";516
11945;PR;Conselheiro Mairinck;"Ferticlin - Clínica de Reprodução Humana e Fertilidade";REPRODUCAO_HUMANA;"";https://ferticlin.com.br/;serper;"";"";"";"";"";"";416
11947;PR;Conselheiro Mairinck;"Fertilização in Vitro FIV em Maringa";REPRODUCAO_HUMANA;"";https://www.drapaulavieira.com.br/Fertilizacao-in-Vitro-FIV-em-Maringa-10I;serper;"";"";"";"";"";"";416
11948;PR;Conselheiro Mairinck;"Centro de Fertilidade Saab Londrina";REPRODUCAO_HUMANA;"";https://centrodefertilidade.com.br/centro-de-fertilidade-saab-londrina/;serper;"4133629023,4333222550,55419915855";"duvidas@centrodefertilidade.com.br";"api.whatsapp.com/send?phone=554199158554";"instagram.com/centrodefertilidade";"facebook.com/centrodefertilidade";"";416
11951;PR;Conselheiro Mairinck;"Licitações";OUTROS;"";https://www.conselheiromairinck.pr.gov.br/index.php/filter/1472;serper;"43920035459";"prefeitura@conselheiromairinck.pr.gov.br";"";"instagram.com/prefeitura.cmk";"facebook.com/prefeituradeconselheiromairinck";"";416
11958;PR;Conselheiro Mairinck;"Fertway Reproducao Humana Ltda em Curitiba, PR";OUTROS;"";https://www.econodata.com.br/consulta-empresa/04378502000101-fertway-reproducao-humana-ltda;serper;"04378502000,60885873000,79181020000";"";"";"";"";"";416
11965;PR;Conselheiro Mairinck;"Laboratórios Vera Cruz";OUTROS;"";https://grupomendesvelasque.com.br/laboratoriosveracruz/;serper;"2283069749,55433546144";"";"wa.me/554335461440";"instagram.com/grupomendesvelasque";"";"";416
11966;PR;Conselheiro Mairinck;"CONSELHEIRO MAIRINCK";OUTROS;"";https://pncp.gov.br/pncp-api/v1/orgaos/75968412000119/compras/2025/68/arquivos/1;serper;"";"";"";"";"";"";416
11968;PR;Conselheiro Mairinck;"DNA Genética";LABORATORIO_GENETICA;"";https://dnagenetica.com.br/;serper;"55714000260,7932116005,8221400539";"";"wa.me/557140002601";"instagram.com/dnagenetica";"facebook.com/dnagenetica";"";416
11969;PR;Conselheiro Mairinck;"Gdm Genetica do Brasil S. A. em Cambé, PR - 07.007.165 ...";OUTROS;"";https://www.econodata.com.br/consulta-empresa/07007165000134-gdm-genetica-do-brasil-s-a;serper;"07007165000,07007165001,82470189632";"";"";"";"";"";416
11975;PR;Conselheiro Mairinck;"Contato | Androlab Clínica de Reprodução Assistida ...";REPRODUCAO_HUMANA;"";https://www.androlab.com.br/contato;serper;"55413352254,55419922898";"";"wa.me/5541992289824";"";"";"";416
11978;PR;Conselheiro Mairinck;"LabCHO - Laboratório de Citogenética Humana e Oncogenética";LABORATORIO_GENETICA;"";https://pnipe.mcti.gov.br/laboratory/18435;serper;"";"";"";"";"";"";416
11980;PR;Conselheiro Mairinck;"Investigação de paternidade por exame gratuito de DNA";OUTROS;"";https://mppr.mp.br/Noticia/OFICIO-CIRCULAR-Investigacao-de-paternidade-por-exame-gratuito-de-DNA;serper;"";"";"";"instagram.com/MPParana";"facebook.com/MPParana";"";416
11981;PR;Conselheiro Mairinck;"https://www.saude.pr.gov.br/sites/default/arquivos...";LABORATORIO_GENETICA;"";https://www.saude.pr.gov.br/sites/default/arquivos_restritos/files/documento/2021-01/informe_epidemiologico_02_01_geral.csv;serper;"";"";"";"";"";"";416
11982;PR;Conselheiro Mairinck;"prefeitura municipal de colorado";OUTROS;"";https://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?jornal=530&pagina=272&data=06/08/2021&captchafield=firstAccess;serper;"";"";"";"";"";"";416
11983;PR;Conselheiro Mairinck;"Genoprimer Diagnostico Molecular Ltda em Curitiba, PR";LABORATORIO_GENETICA;"";https://www.econodata.com.br/consulta-empresa/14297053000120-genoprimer-diagnostico-molecular-ltda;serper;"14297053000,60872234000,60885542000";"";"";"";"";"";416
11984;PR;Conselheiro Mairinck;"Escritório Regional de Jacarezinho";OUTROS;"";https://www.adapar.pr.gov.br/Pagina/Escritorio-Regional-de-Jacarezinho;serper;"4133134000,55413313407";"";"wa.me/554133134079";"instagram.com/adaparoficial,instagram.com/governoparana";"facebook.com/adaparoficial,facebook.com/governoparana";"linkedin.com/company/governoparana";416
11987;PR;Conselheiro Mairinck;"TESTE MOLECULAR PARA HNPCC, SEQUENCIAMENTO ...";OUTROS;"";https://centrodepatologia.com.br/exame/teste-molecular-para-hnpcc-sequenciamento-e-analise-de-grandes-rearranjos-do-ge/;serper;"55844004322,8440043220";"";"api.whatsapp.com/send?phone=558440043220";"instagram.com/centrodepatologia";"facebook.com/centrodepatologiaclinica,facebook.com/login.php";"linkedin.com/company/centro-de-patologia-clinica";416
11989;PR;Conselheiro Mairinck;"LABORATORIO DE ANALISES CLINICAS VERA CRUZ ...";OUTROS;"";https://empresas.serasaexperian.com.br/consulta-gratis/LABORATORIO-DE-ANALISES-CLINICAS-VERA-CRUZ-LTDA-78060498000418;serper;"29397972722";"";"";"instagram.com/serasa_experian";"facebook.com/serasaexperian";"linkedin.com/company/serasaexperian";416
11990;PR;Conselheiro Mairinck;"LABORATORIO VILLAS BOAS em Conselheiro Mairinck - PR";OUTROS;"";https://laboratorios.net.br/sobre/laboratorio-villas-boas--ltda-conselheiro-mairinck-pr-25597592;serper;"04396023984";"";"";"";"";"";416
11992;PR;Conselheiro Mairinck;"Laboratorio Vera Cruz em Japira, PR - 78.060.498/0003-37";OUTROS;"";https://www.econodata.com.br/consulta-empresa/78060498000337-laboratorio-de-analises-clinicas-vera-cruz-ltda;serper;"63551454000,63572016000,78060498000";"";"";"";"";"";416
11994;RS;Farroupilha;"Clinica Brunet – Só mais um site WordPress";OUTROS;"";https://www.clinicabrunet.com.br/;serper;"5434123455";"3412-3455contato@clinicabrunet.com.br,contato@clinicabrunet.com.br";"";"";"";"";228
11995;RS;Farroupilha;"Effetto Reprodução Humana | Caxias Do Sul / RS";REPRODUCAO_HUMANA;"";https://www.overmelhinho.com.br/rs/caxias-do-sul/effetto-reprodu-o-humana/109701;serper;"05430210530,1769290398";"";"";"instagram.com/overmelhinho";"facebook.com/guia.vermelhinho,facebook.com/sharer";"linkedin.com/company/overmelhinho";228
11997;RS;Farroupilha;"Embrios Centro de Reprodução Humana | Bento Gonçalves ...";REPRODUCAO_HUMANA;"";https://www.overmelhinho.com.br/rs/bento-gon-alves/embrios-centro-de-reprodu-o-humana/74888;serper;"05430552214,1769290400";"";"";"instagram.com/overmelhinho";"facebook.com/guia.vermelhinho,facebook.com/sharer";"linkedin.com/company/overmelhinho";228
11999;RS;Farroupilha;"Home - Gerarte Clínica de Reprodução Humana | Dra. Helena ...";REPRODUCAO_HUMANA;"";https://gerarte.med.br/;serper;"55549917316";"";"wa.me/5554991731694";"";"";"";228
12000;RS;Farroupilha;"Casal de Caxias do Sul é contemplado em ação que ...";REPRODUCAO_HUMANA;"";https://gauchazh.clicrbs.com.br/pioneiro/geral/noticia/2025/09/casal-de-caxias-do-sul-e-contemplado-em-acao-que-oferece-fertilizacao-in-vitro-gratuita-cmf6wgwrt01ux015um8tjbwep.html;serper;"55519966741";"pedro.zanrosso@pioneiro.com";"wa.me/5551996674125";"";"";"";228
12003;RS;Farroupilha;"Primeiro bebê de proveta do Rio Grande do Sul completa ...";REPRODUCAO_HUMANA;"";https://www.correiodopovo.com.br/not%C3%ADcias/cidades/primeiro-beb%C3%AA-de-proveta-do-rio-grande-do-sul-completa-35-anos-1.1468473;serper;"";"";"";"";"";"";228
12008;RS;Farroupilha;"Primeiro bebê de reprodução assistida do Sul do Brasil ...";REPRODUCAO_HUMANA;"";https://www.jornaldocomercio.com/geral/2024/02/1143744-primeiro-bebe-de-reproducao-assistida-do-sul-do-brasil-completa-35-anos.html;serper;"1507771607,5132131300";"";"";"instagram.com/jornaldocomercio";"facebook.com/jornaldocomercio";"linkedin.com/company/jornaldocomercio";228
12010;RS;Farroupilha;"Interesse em reprodução assistida aumenta nos últimos ...";REPRODUCAO_HUMANA;"";https://globoplay.globo.com/v/11675258/;serper;"";"";"";"";"";"";228
12013;RS;Farroupilha;"Pró-analise - Home";OUTROS;"";https://www.proanalise.com/;serper;"5432612050,5434012247,5554996440404";"";"";"";"facebook.com/proanaliselab";"";228
12015;RS;Farroupilha;"Laboratório Unimed - Estrutura";OUTROS;"";https://www.unimedserragaucha.com.br/pagina/laboratorio-unimed-estrutura;serper;"08005419100,5432202000,5432202030";"";"api.whatsapp.com/send?phone=5508000512100,api.whatsapp.com/send?phone=555408000512100";"instagram.com/unimedserragaucha";"facebook.com/Unimedserragaucha";"linkedin.com/company/unimedserragaucha";228
12016;RS;Farroupilha;"Grupo CMLab | Exames Laboratoriais no RS e SC";OUTROS;"";https://grupocmlab.com.br/;serper;"5432422412,5532422412,555432422412";"";"wa.me/5532422412,wa.me/555432422412";"instagram.com/grupocmlab";"facebook.com/cmllaboratorios";"";228
12017;RS;Farroupilha;"NOVA ERA - LABORATÓRIO DE CITOLOGIA Farroupilha";OUTROS;"";http://xgym.ligueinformacoes.com.br/mobile/index.php?nav=detalhar&id_conveniado=11438065&fr_localidades=;serper;"05432619446,05499147475";"";"";"";"";"";228
12018;RS;Farroupilha;"Nova era Laboratorio de Citologia LTDA";OUTROS;"";https://www.exametoxicologico.com.br/laboratorios/nova-era-laboratorio-de-citologia-ltda/;serper;"5432619446,55119458905,555432619446";"";"wa.me/5511945890504";"";"facebook.com/toxicologiapardini.exametoxicologico";"";228
12019;RS;Farroupilha;"NOVA ERA EM CITOLOGIA em Farroupilha - RS - Laboratorios";OUTROS;"";https://laboratorios.net.br/sobre/nova-era-em-citologia-farroupilha-rs-34577498;serper;"05491474755";"";"";"";"";"";228
12022;RS;Farroupilha;"Rossler Diagnósticos por Imagem - Home";OUTROS;"";https://rosslerdiagnosticos.com.br/;serper;"5430351877,5432611877,54984155992";"rossler2@rosslerdiagnosticos.com.br,rossler@rosslerdiagnosticos.com.br";"api.whatsapp.com/send?phone=5554984155744";"";"";"";228
12023;RS;Farroupilha;"Sobre - Pró-analise";OUTROS;"";https://www.proanalise.com/sobre;serper;"5432612050,5434012247";"";"";"";"facebook.com/proanaliselab";"";228
12027;RS;Farroupilha;"Nova Era Laboratorio em Farroupilha, RS - 29.138.357 ...";OUTROS;"";https://www.econodata.com.br/consulta-empresa/29138357000112-nova-era-laboratorio-de-analises-clinicas-ltda;serper;"29138357000,60873065000,60893525000";"";"";"";"";"";228
12028;RS;Farroupilha;"Acesso Médico - Laboratório Pró-Saúde";LABORATORIO_ANALISES;"";https://laboratoriolps.com.br/institucional.php;serper;"5433371483,5433413313,54999961932";"";"wa.me/5554999961932";"";"";"";228
12033;RS;Farroupilha;"Nossas Unidades";LABORATORIO_GENETICA;"";https://www.grupodiagnose.com.br/exames;serper;"5432238547,5434526081,54992704698";"diagnose@grupodiagnose.com.br,diagnosebento@grupodiagnose.com.br,privacidade@grupodiagnose.com.br";"api.whatsapp.com/send?phone=555432238547,api.whatsapp.com/send?phone=555492704698";"instagram.com/grupodiagnose";"facebook.com/grupodiagnose";"";228
12034;RS;Farroupilha;"Pesquisa »Laboratório de Diagnóstico Molecular - LDM";LABORATORIO_GENETICA;"";https://www.ulbra.br/canoas/pesquisa/laboratorios-de-pesquisa/laboratorio-de-diagnostico-molecular-ldm;serper;"";"lunge@ulbra.br";"";"";"";"";228
12035;RS;Farroupilha;"Cellula Diagnóstico Molecular";LABORATORIO_GENETICA;"";https://cellula.com.br/;serper;"";"";"";"";"";"";228
12039;RS;Farroupilha;"Laboratório Unimed - Horários e Unidades";OUTROS;"";https://www.unimedserragaucha.com.br/pagina/laboratorio-unimed-horarios-e-unidades;serper;"55080005121,555432039696,55549915909";"";"api.whatsapp.com/send?phone=5508000512100,api.whatsapp.com/send?phone=5554991590919";"instagram.com/unimedserragaucha";"facebook.com/Unimedserragaucha";"linkedin.com/company/unimedserragaucha";228
12040;RS;Farroupilha;"Exames - Pró-analise";OUTROS;"";https://www.proanalise.com/exames;serper;"5432612050,5434012247,5554996440404";"";"";"";"facebook.com/proanaliselab";"";228
12041;RS;Farroupilha;"Pró- Analise - Farroupilha";OUTROS;"";https://circulofarroupilha.com.br/conveniado/pro-analise/;serper;"5421095100,5432612222,5432615853";"administrativo@circulofarroupilha.com.br";"";"instagram.com/circulofarroupilha";"facebook.com/circulodefarroupilha";"linkedin.com/company/c";228
12042;RS;Farroupilha;"Alfa Laboratório - Caxias do Sul - Alfa Laboratório";OUTROS;"";https://www.alfalaboratorio.com.br/;serper;"5432903000,55543290300,555432903000";"";"api.whatsapp.com/send?phone=555432903000";"instagram.com/vounoalfa";"facebook.com/AlfaLaboratorio";"linkedin.com/company/alfalaboratorio";228
12043;RS;Farroupilha;"PRO ANALISE LAB.ANALISES CLINICAS LTDA";OUTROS;"";https://www.exametoxicologico.com.br/laboratorios/pro-analise/;serper;"5432612050,55119458905,555432612050";"";"wa.me/5511945890504";"";"facebook.com/toxicologiapardini.exametoxicologico";"";228
12045;RS;Santa Rosa;"Agende uma consulta com Dra. Mariana Tomasi, Médico ...";REPRODUCAO_HUMANA;"";https://agendarconsulta.com/perfil/dra-mariana-tomasi-1596756207;serper;"60686768295,64686065276,68272944687";"";"";"instagram.com/ginecologistamarianatomasi";"";"";302
12052;RS;Santa Rosa;"Primeiro bebê de reprodução assistida do RS completa 35 ...";REPRODUCAO_HUMANA;"";https://jornalnoroeste.com.br/noticia/geral/primeiro-bebe-de-reproducao-assistida-do-rs-completa-35-anos;serper;"29606760274,55559811137,71776068676";"";"api.whatsapp.com/send?phone=5555981113772";"instagram.com/avenidaesporteebar,instagram.com/jornalnoroeste";"facebook.com/jnoroeste,facebook.com/sharer";"";302
12055;RS;Santa Rosa;"Fertilização in vitro (FIV) em Dourados";REPRODUCAO_HUMANA;"";https://clinicagera.com.br/parceiro/fertilizacao-in-vitro-fiv-em-dourados/;serper;"11950635906,55119506359";"contato@clinicagera.com.br";"wa.me/5511950635906";"instagram.com/clinicagera";"facebook.com/clinicagera";"";302
12057;RS;Santa Rosa;"Laboratório BioSul";OUTROS;"";https://biosulsantarosa.com.br/;serper;"5535126595,55559990265,55999026595";"biosul@hotmail.com";"wa.me/5555999026595";"";"";"";302
12058;RS;Santa Rosa;"Laboratório Santa Rosa";OUTROS;"";http://labsr.com.br/;serper;"5535127064,55553512706";"contato@labsr.com.br";"wa.me/555535127064";"";"";"";302
12059;RS;Santa Rosa;"Laboratório Adolpho Lutz";OUTROS;"";https://laboratorioadolpholutz.com.br/;serper;"5535125340,5535125556";"";"";"instagram.com/laboratorioadolpholutz";"facebook.com/labAdolphoLutz";"";302
12060;RS;Santa Rosa;"Dr. Leandro Vicente Zoehler: Urologista em Santa Rosa/RS";OUTROS;"";https://www.drleandrourologista.com.br/;serper;"17470813356,55558452016,8225877092";"";"wa.me/555584520162";"instagram.com/leandro.uro";"";"";302
12061;RS;Santa Rosa;"Exames Realizados";OUTROS;"";https://patologianoroeste.com.br/exames-realizados/;serper;"5535126330";"patologianoroeste@gmail.com";"";"instagram.com/patologia.noroeste";"";"";302
12067;RS;Santa Rosa;"Exames Toxicológicos Santa Rosa";OUTROS;"";https://www.exametoxicologico.com.br/exames-toxicologicos-rio-grande-do-sul/santa-rosa/;serper;"5535125424,5535217064,555535217064";"";"wa.me/5511945890504";"";"facebook.com/toxicologiapardini.exametoxicologico";"";302
12069;RS;Santa Rosa;"Nossa Estrutura - Unimed Fronteira Noroeste/RS";LABORATORIO_GENETICA;"";https://www.unimed.coop.br/site/web/fronteiranoroesters/nossa-estrutura;serper;"";"";"";"";"";"";302
12071;RS;Santa Rosa;"Exames Especiais";OUTROS;"";https://laboratorioadolpholutz.com.br/exames-especiais/;serper;"5535125340,5535125556";"";"";"instagram.com/laboratorioadolpholutz";"facebook.com/labAdolphoLutz";"";302
12079;RS;Santa Rosa;"Exames - IDISA - Instituto de Diagnóstico por Imagem";OUTROS;"";http://clinicaidisa.com.br/exames;serper;"5533131728,5535128100,55996142772";"99614-2772idisa@clinicaidisa.com.br,99614-8200idisa@clinicaidisa.com.br,idisa@clinicaidisa.com.brSanto";"";"instagram.com/clinicaidisa";"facebook.com/clinicaidisa";"";302
12085;RS;Santa Rosa;"LABORATORIO DE ANALISES CLINICAS BENETTI LTDA";OUTROS;"";https://www.exametoxicologico.com.br/laboratorios/laboratorio-de-analises-clinicas-benetti-ltda/;serper;"20983081022,55119458905,65696164487";"";"wa.me/5511945890504";"";"facebook.com/toxicologiapardini.exametoxicologico";"";302
12086;RS;Santa Rosa;"Laboratório Unimed Santa Rosa";OUTROS;"";https://laboratoriounimed.unimed-fno.com.br:9103/;serper;"";"";"";"";"";"";302
12091;PR;Itambaracá;"Centro de Fertilidade em Londrina, PR - 08.463.466/0003-05";OUTROS;"";https://www.econodata.com.br/consulta-empresa/08463466000305-centro-de-fertilidade-saab-ltda;serper;"08463466000,60885873000,79181020000";"";"";"";"";"";475
12095;PR;Itambaracá;"Embrionar Embrionar - Medicina Integrativa Embrionar ...";REPRODUCAO_HUMANA;"";https://www.embrionar.com.br/;serper;"2030250637,2230250637,22998765882";"contato@embrionar.com.br";"wa.me/5522998765882";"instagram.com/drfranciscocolucci";"";"";475
12100;PR;Itambaracá;"Ginoferty - Clinica de Medicina Reprodutiva Ltda em ...";OUTROS;"";https://www.econodata.com.br/consulta-empresa/11192419000109-ginoferty-clinica-de-medicina-reprodutiva-ltda;serper;"11192419000,63554811000,68636117000";"";"";"";"";"";475
12103;PR;Itambaracá;"Os Especialistas em Exames de DNA de Umuarama";OUTROS;"";https://www.acessomedico.com.br/1200/especialidade/exames-de-dna/umuarama;serper;"55419987592";"";"api.whatsapp.com/send?phone=5541998759270";"instagram.com/guiaacessomedico";"facebook.com/guiaacessomedico";"linkedin.com/company/acesso-m";475
12104;PR;Itambaracá;"Unigen - Identificação pelo DNA";OUTROS;"";https://www.unigen.com.br/?srsltid=AfmBOor16rz0oqLYkoeakS69o8Dp4zzFTQgPd7E7UG2ujh0dDItkDXL-;serper;"1122811428,11966038461,24376769521";"atendimento@unigen.com.br";"api.whatsapp.com/send?phone=5511959471045,api.whatsapp.com/send?phone=5511966038461";"instagram.com/novaunigen";"facebook.com/novaunigen";"";475
12105;PR;Itambaracá;"LABORATORIO DNA CENTER-GOIATUBA/GO (C.N.H, ...";OUTROS;"";https://www.sodretox.com.br/produto/exame-toxicologico-goiatuba-go-laboratorio-dna-center-goiatubago-cnh-empregado-clt-concurso-publico;serper;"08007778547";"";"";"instagram.com/sodrelaboratorio";"facebook.com/sodrelaboratorio";"";475
12108;PR;Itambaracá;"EXAMES - Androlab";OUTROS;"";https://www.androlab.com.br/exames;serper;"55413352254,55419922898";"";"wa.me/5541992289824";"";"";"";475
12109;PR;Itambaracá;"Carlos Eduardo Urologia e Andrologia Ltda em Francisco ...";LABORATORIO_ANDROLOGIA;"";https://www.econodata.com.br/consulta-empresa/27852940000165-carlos-eduardo-urologia-e-andrologia-ltda;serper;"27852940000,60885873000,79181020000";"";"";"";"";"";475
12110;PR;Itambaracá;"CnesWeb - Cadastro Nacional de Estabelecimentos de Saúde";LABORATORIO_ANDROLOGIA;"";http://cnes2.datasus.gov.br/Lista_Es_Nome_Expirados_Novo.asp?VEstado=41&VMun=410690;serper;"";"";"";"";"";"";475
12111;PR;Itambaracá;"CADASTRO DOS NSPs DOS SERVIÇOS DE SAÚDE ...";LABORATORIO_ANDROLOGIA;"";http://antigo.anvisa.gov.br/documents/33852/2961608/N%C3%BAcleos+de+Seguran%C3%A7a+do+Paciente+Cadastrados+na+Anvisa/70081799-6483-4c79-a221-64939c20fca4?version=1.23;serper;"";"";"";"";"";"";475
12113;PR;Itambaracá;"(Dissertação Wanessa Ramsdorf Genética)";LABORATORIO_GENETICA;"";https://acervodigital.ufpr.br/xmlui/bitstream/handle/1884/8828/Dissertacao%20Wanessa%20Ramsdorf%20Genetica%29.pdf?sequence=1&isAllowed=y;serper;"";"";"";"";"";"";475
12114;PR;Itambaracá;"Herunterladen - Portal de Dados Abertos do MMA";OUTROS;"";https://dados.mma.gov.br/de/dataset/ca896a4c-eac8-400a-9f94-da68df65fd8b/resource/fb0cd15e-ee96-4e18-a10e-7ef39d765d21/download/acesso-ao-patrimonio-genetico-2019_2020.csv;serper;"";"";"";"";"";"";475
12116;PR;Itambaracá;"Escritório Regional de Cornélio Procópio";OUTROS;"";https://www.adapar.pr.gov.br/Pagina/Escritorio-Regional-de-Cornelio-Procopio;serper;"4133134000,55413313407";"";"wa.me/554133134079";"instagram.com/adaparoficial,instagram.com/governoparana";"facebook.com/adaparoficial,facebook.com/governoparana";"linkedin.com/company/governoparana";475
12117;PR;Itambaracá;"Dap - Diagnosticos em Anatomia Patologica em ...";OUTROS;"";https://www.econodata.com.br/consulta-empresa/19653081000319-dap-diagnostico-em-anatomia-patologica-e-biologia-molecular-ltda;serper;"19653081000,62765802000,63514524000";"";"";"";"";"";475
12118;PR;Itambaracá;"validação de técnicas moleculares para o diagnóstico de ...";LABORATORIO_GENETICA;"";https://repositorio.unesp.br/bitstream/handle/11449/123993/000831916.pdf?sequence=1;serper;"";"";"";"";"";"";475
12119;PR;Itambaracá;"ID8 Diagnóstico: Início";OUTROS;"";https://id8diagnostico.com.br/;serper;"";"";"";"";"";"";475
12120;PR;Itambaracá;"RESUMO DO DIA NO PARANÁ";OUTROS;"";https://www.documentador.pr.gov.br/documentador/pub.do?action=d&uuid=@gtf-escriba-sesa@27ac6782-470d-461f-ba51-65132b6b790a;serper;"";"";"";"";"";"";475
12121;PR;Itambaracá;"Labiclin-Laboratorio de Analises Clinicas em Itambaracá, PR";OUTROS;"";https://www.econodata.com.br/consulta-empresa/07151232000190-labiclinlaboratorio-de-analises-clinicas-ltda;serper;"07151232000";"";"";"";"";"";475
12122;PR;Itambaracá;"VITTA LAB ANALISES CLINICAS - ITAMBARACA/PR";OUTROS;"";https://consultacnes.com/estabelecimento/4837908-vitta-lab-analises-clinicas-itambaraca-pr;serper;"4335421660";"";"";"";"";"";475
12123;PR;Itambaracá;"Sao Marcos Laboratorio Clinico 08945992000131";LABORATORIO_ANALISES;"";https://cnpj.biz/08945992000131;serper;"";"";"";"";"";"";475
12124;PR;Itambaracá;"Pitanga-PR - LABORATORIO DE ANALISES CLINICAS ...";OUTROS;"";https://www.sodretox.com.br/exame-toxicologico-pitanga-pr-laboratorio-de-analises-clinicas-orlando-holovka-pitangapr-cnh-empregado-clt-concurso-publico;serper;"08007778547";"";"";"instagram.com/sodrelaboratorio";"facebook.com/sodrelaboratorio";"";475
12125;PR;Itambaracá;"Lab Sao Marcos de C Procopio Unidade Itambaraca em ...";OUTROS;"";https://www.econodata.com.br/consulta-empresa/08945992001618-central-de-diagnosticos-laboratoriais-sao-marcos-ltda;serper;"08945992000,08945992001,08945992002";"";"";"";"";"";475
12126;PR;Itambaracá;"MARCOS ROGERIO POLIZEL ME - Laboratórios em Itambaracá";OUTROS;"";https://santacatarina.guiaja.net/pt/empresas/pr/itambaraca/laboratorios/marcos-rogerio-polizel-me_5289039+6.html;serper;"";"";"";"";"facebook.com/guiaja";"";475
